,path,res_num,dir_name,tmscore,gdtts
"('casp10/T0747', 79953)",casp10/T0747/FALCON-TOPO-X_TS1.npz,98,casp10/T0747,0.6234,0.6148
"('casp10/T0747', 8773)",casp10/T0747/RBO-i-MBS_TS5.npz,98,casp10/T0747,0.3014,0.2908
"('casp10/T0747', 96730)",casp10/T0747/Seok-server_TS5.npz,98,casp10/T0747,0.6749,0.6454
"('casp10/T0747', 72018)",casp10/T0747/BAKER-ROSETTASERVER_TS4.npz,98,casp10/T0747,0.6778,0.6454
"('casp10/T0747', 38987)",casp10/T0747/PconsM_TS2.npz,98,casp10/T0747,0.6887,0.6556
"('casp10/T0747', 93481)",casp10/T0747/chuo-repack-server_TS4.npz,98,casp10/T0747,0.649,0.6148
"('casp10/T0747', 16258)",casp10/T0747/chuo-repack-server_TS5.npz,98,casp10/T0747,0.6478,0.6173
"('casp10/T0747', 66869)",casp10/T0747/FRESS_server_TS2.npz,98,casp10/T0747,0.5704,0.5459
"('casp10/T0747', 97084)",casp10/T0747/Zhang-Server_TS1.npz,98,casp10/T0747,0.7120000000000001,0.6862
"('casp10/T0747', 5416)",casp10/T0747/PconsD_TS5.npz,98,casp10/T0747,0.6852,0.6633
"('casp10/T0747', 25810)",casp10/T0747/Jiang_Fold_TS4.npz,98,casp10/T0747,0.1907,0.1811
"('casp10/T0747', 87532)",casp10/T0747/UGACSBL_TS1.npz,83,casp10/T0747,0.6139,0.5969
"('casp10/T0747', 44541)",casp10/T0747/3D-JIGSAW_V5-0_TS3.npz,97,casp10/T0747,0.6437,0.5995
"('casp10/T0747', 45135)",casp10/T0747/RBO-MBS_TS3.npz,98,casp10/T0747,0.3105,0.301
"('casp10/T0747', 10292)",casp10/T0747/RBO-MBS_TS5.npz,98,casp10/T0747,0.3014,0.2908
"('casp10/T0747', 61129)",casp10/T0747/Distill_roll_TS4.npz,97,casp10/T0747,0.2214,0.2219
"('casp10/T0747', 107061)",casp10/T0747/SAM-T06-server_TS2.npz,86,casp10/T0747,0.6589,0.6352
"('casp10/T0747', 47189)",casp10/T0747/MULTICOM-CONSTRUCT_TS1.npz,98,casp10/T0747,0.7163,0.6964
"('casp10/T0747', 3263)",casp10/T0747/MULTICOM-NOVEL_TS2.npz,98,casp10/T0747,0.6557,0.6224
"('casp10/T0747', 44463)",casp10/T0747/Bilab-ENABLE_TS4.npz,98,casp10/T0747,0.6647,0.6429
"('casp10/T0747', 75800)",casp10/T0747/MUFOLD-Server_TS4.npz,98,casp10/T0747,0.7213,0.7015
"('casp10/T0747', 7305)",casp10/T0747/TASSER-VMT_TS1.npz,98,casp10/T0747,0.4573,0.4311
"('casp10/T0747', 35711)",casp10/T0747/BhageerathH_TS5.npz,98,casp10/T0747,0.2112,0.2245
"('casp10/T0747', 112354)",casp10/T0747/Pcons-net_TS2.npz,98,casp10/T0747,0.6986,0.6709
"('casp10/T0747', 85591)",casp10/T0747/PconsM_TS5.npz,98,casp10/T0747,0.6615,0.6531
"('casp10/T0747', 75217)",casp10/T0747/MULTICOM-CLUSTER_TS2.npz,98,casp10/T0747,0.1845,0.1862
"('casp10/T0747', 115363)",casp10/T0747/PMS_TS5.npz,98,casp10/T0747,0.6511,0.6301
"('casp10/T0747', 22477)",casp10/T0747/IntFOLD_TS3.npz,98,casp10/T0747,0.2048,0.2066
"('casp10/T0747', 51807)",casp10/T0747/RBO-MBS-BB_TS4.npz,98,casp10/T0747,0.2798,0.2704
"('casp10/T0747', 23776)",casp10/T0747/Jiang_Server_TS3.npz,98,casp10/T0747,0.1947,0.2041
"('casp10/T0747', 92114)",casp10/T0747/STRINGS_TS4.npz,98,casp10/T0747,0.2897,0.2653
"('casp10/T0747', 36438)",casp10/T0747/chuo-repack-server_TS3.npz,98,casp10/T0747,0.7005,0.6759999999999999
"('casp10/T0747', 100094)",casp10/T0747/MULTICOM-CONSTRUCT_TS5.npz,98,casp10/T0747,0.6461,0.6352
"('casp10/T0747', 69141)",casp10/T0747/SAM-T08-server_TS4.npz,80,casp10/T0747,0.5929,0.5765
"('casp10/T0747', 113880)",casp10/T0747/HHpredAQ_TS1.npz,98,casp10/T0747,0.6464,0.6224
"('casp10/T0747', 31294)",casp10/T0747/chunk-TASSER_TS1.npz,98,casp10/T0747,0.545,0.5102
"('casp10/T0747', 78246)",casp10/T0747/BhageerathH_TS3.npz,98,casp10/T0747,0.2271,0.2194
"('casp10/T0747', 43466)",casp10/T0747/FALCON-TOPO_TS5.npz,97,casp10/T0747,0.6401,0.6199
"('casp10/T0747', 33248)",casp10/T0747/STRINGS_TS2.npz,98,casp10/T0747,0.27899999999999997,0.2628
"('casp10/T0747', 56107)",casp10/T0747/IntFOLD2_TS1.npz,98,casp10/T0747,0.6459,0.6148
"('casp10/T0747', 103907)",casp10/T0747/ZHOU-SPARKS-X_TS3.npz,98,casp10/T0747,0.1913,0.17600000000000002
"('casp10/T0747', 69177)",casp10/T0747/Phyre2_A_TS1.npz,98,casp10/T0747,0.6205,0.5995
"('casp10/T0747', 7037)",casp10/T0747/Jiang_Server_TS4.npz,98,casp10/T0747,0.2331,0.2168
"('casp10/T0747', 46681)",casp10/T0747/RBO-i-MBS-BB_TS5.npz,98,casp10/T0747,0.2305,0.2526
"('casp10/T0750', 98514)",casp10/T0750/MUFold_CRF_TS2.npz,182,casp10/T0750,0.7371,0.5975
"('casp10/T0750', 26654)",casp10/T0750/sysimm_TS5.npz,181,casp10/T0750,0.6353,0.5151
"('casp10/T0750', 42147)",casp10/T0750/BhageerathH_TS5.npz,182,casp10/T0750,0.5437,0.4396
"('casp10/T0750', 24790)",casp10/T0750/QUARK_TS4.npz,182,casp10/T0750,0.7490000000000001,0.6003
"('casp10/T0750', 16879)",casp10/T0750/HHpredAQ_TS1.npz,182,casp10/T0750,0.8213,0.6841
"('casp10/T0750', 108425)",casp10/T0750/Distill_TS1.npz,182,casp10/T0750,0.774,0.647
"('casp10/T0750', 98301)",casp10/T0750/IntFOLD2_TS4.npz,182,casp10/T0750,0.8019,0.6731
"('casp10/T0750', 114628)",casp10/T0750/ZHOU-SPARKS-X_TS3.npz,182,casp10/T0750,0.7158,0.581
"('casp10/T0750', 57695)",casp10/T0750/PconsM_TS3.npz,182,casp10/T0750,0.8683,0.7665
"('casp10/T0750', 79464)",casp10/T0750/FFAS03hj_TS2.npz,182,casp10/T0750,0.7404,0.6126
"('casp10/T0750', 93973)",casp10/T0750/chuo-repack-server_TS1.npz,182,casp10/T0750,0.7218,0.5907
"('casp10/T0750', 71261)",casp10/T0750/ZHOU-SPARKS-X_TS5.npz,182,casp10/T0750,0.7328,0.6113
"('casp10/T0750', 76180)",casp10/T0750/sysimm_TS4.npz,165,casp10/T0750,0.6446,0.5027
"('casp10/T0750', 87209)",casp10/T0750/RaptorX-ZY_TS1.npz,182,casp10/T0750,0.8158,0.7102
"('casp10/T0750', 12478)",casp10/T0750/Atome2_CBS_TS3.npz,182,casp10/T0750,0.5236,0.3915
"('casp10/T0750', 14524)",casp10/T0750/YASARA_TS4.npz,182,casp10/T0750,0.655,0.5206
"('casp10/T0750', 105773)",casp10/T0750/chuo-fams-server_TS3.npz,182,casp10/T0750,0.7844,0.6552
"('casp10/T0750', 7640)",casp10/T0750/HHpredA_TS1.npz,182,casp10/T0750,0.8213,0.6841
"('casp10/T0750', 100794)",casp10/T0750/PconsM_TS1.npz,182,casp10/T0750,0.8762,0.7679
"('casp10/T0750', 106024)",casp10/T0750/sysimm_TS2.npz,181,casp10/T0750,0.7435,0.603
"('casp10/T0750', 39728)",casp10/T0750/Distill_roll_TS1.npz,182,casp10/T0750,0.7294,0.5852
"('casp10/T0750', 6167)",casp10/T0750/chunk-TASSER_TS3.npz,182,casp10/T0750,0.8269,0.7074
"('casp10/T0750', 107815)",casp10/T0750/FALCON-TOPO_TS2.npz,182,casp10/T0750,0.7854,0.6374
"('casp10/T0750', 40335)",casp10/T0750/FRESS_server_TS5.npz,182,casp10/T0750,0.7607,0.5989
"('casp10/T0750', 95280)",casp10/T0750/FRESS_server_TS2.npz,182,casp10/T0750,0.7762,0.6223
"('casp10/T0750', 75013)",casp10/T0750/MUFold_CRF_TS3.npz,182,casp10/T0750,0.7282,0.5989
"('casp10/T0750', 99167)",casp10/T0750/MUFOLD-Server_TS3.npz,182,casp10/T0750,0.8112,0.6909
"('casp10/T0750', 50368)",casp10/T0750/SAM-T08-server_TS2.npz,182,casp10/T0750,0.7908,0.6552
"('casp10/T0750', 33475)",casp10/T0750/Distill_TS3.npz,182,casp10/T0750,0.785,0.6552
"('casp10/T0750', 90327)",casp10/T0750/RBO-MBS_TS4.npz,182,casp10/T0750,0.2783,0.2129
"('casp10/T0750', 46022)",casp10/T0750/IntFOLD_TS3.npz,182,casp10/T0750,0.7609,0.6277
"('casp10/T0750', 25951)",casp10/T0750/RBO-MBS-BB_TS3.npz,182,casp10/T0750,0.2972,0.2212
"('casp10/T0750', 76195)",casp10/T0750/MULTICOM-NOVEL_TS3.npz,182,casp10/T0750,0.8088,0.6758
"('casp10/T0750', 48954)",casp10/T0750/Distill_TS4.npz,182,casp10/T0750,0.7791,0.6552
"('casp10/T0750', 2115)",casp10/T0750/GSmetaserver_TS3.npz,182,casp10/T0750,0.7492,0.6291
"('casp10/T0750', 60362)",casp10/T0750/MULTICOM-REFINE_TS2.npz,182,casp10/T0750,0.7977,0.6607
"('casp10/T0750', 71796)",casp10/T0750/FALCON-TOPO-X_TS2.npz,182,casp10/T0750,0.7854,0.6374
"('casp10/T0750', 57924)",casp10/T0750/Seok-server_TS2.npz,182,casp10/T0750,0.8085,0.669
"('casp10/T0750', 2430)",casp10/T0750/RaptorX_TS1.npz,182,casp10/T0750,0.8128,0.7033
"('casp10/T0750', 58486)",casp10/T0750/MULTICOM-CONSTRUCT_TS5.npz,182,casp10/T0750,0.8086,0.6813
"('casp10/T0750', 34601)",casp10/T0750/BAKER-ROSETTASERVER_TS1.npz,182,casp10/T0750,0.861,0.7609999999999999
"('casp10/T0750', 17815)",casp10/T0750/Distill_roll_TS3.npz,182,casp10/T0750,0.7325,0.5824
"('casp10/T0750', 14108)",casp10/T0750/ZHOU-SPARKS-X_TS2.npz,182,casp10/T0750,0.6997,0.5536
"('casp10/T0750', 101513)",casp10/T0750/IntFOLD2_TS3.npz,182,casp10/T0750,0.8276,0.7088
"('casp10/T0750', 82776)",casp10/T0750/RBO-i-MBS_TS4.npz,182,casp10/T0750,0.2783,0.2129
"('casp10/T0750', 101553)",casp10/T0750/Zhang-Server_TS4.npz,182,casp10/T0750,0.7475,0.6016
"('casp10/T0750', 72907)",casp10/T0750/FRESS_server_TS4.npz,182,casp10/T0750,0.7866,0.6566
"('casp10/T0750', 50507)",casp10/T0750/SAM-T08-server_TS5.npz,169,casp10/T0750,0.7028,0.5852
"('casp10/T0750', 45449)",casp10/T0750/AOBA-server_TS5.npz,182,casp10/T0750,0.7353,0.5879
"('casp10/T0750', 109518)",casp10/T0750/GSmetaserver_TS4.npz,182,casp10/T0750,0.7558,0.6277
"('casp10/T0750', 70657)",casp10/T0750/RBO-MBS_TS2.npz,182,casp10/T0750,0.3754,0.2747
"('casp10/T0750', 12932)",casp10/T0750/MULTICOM-CLUSTER_TS5.npz,182,casp10/T0750,0.8216,0.6923
"('casp10/T0750', 19138)",casp10/T0750/MATRIX_TS2.npz,182,casp10/T0750,0.7478,0.5962
"('casp10/T0750', 112199)",casp10/T0750/3D-JIGSAW_V5-0_TS5.npz,181,casp10/T0750,0.7894,0.6456
"('casp10/T0750', 102637)",casp10/T0750/Zhang-Server_TS2.npz,182,casp10/T0750,0.7761,0.6223
"('casp10/T0750', 34406)",casp10/T0750/PconsM_TS4.npz,182,casp10/T0750,0.8707,0.7679
"('casp10/T0750', 55237)",casp10/T0750/MUFOLD-Server_TS5.npz,182,casp10/T0750,0.8174,0.6882
"('casp10/T0750', 77975)",casp10/T0750/Bilab-ENABLE_TS5.npz,182,casp10/T0750,0.545,0.4093
"('casp10/T0750', 110116)",casp10/T0750/Pcons-net_TS1.npz,182,casp10/T0750,0.8762,0.7679
"('casp10/T0750', 3014)",casp10/T0750/IntFOLD2_TS2.npz,182,casp10/T0750,0.8359,0.7170000000000001
"('casp10/T0750', 46269)",casp10/T0750/FFAS03hj_TS5.npz,181,casp10/T0750,0.7531,0.6154
"('casp10/T0750', 72712)",casp10/T0750/chuo-repack-server_TS4.npz,182,casp10/T0750,0.7447,0.6168
"('casp10/T0750', 42235)",casp10/T0750/PconsD_TS5.npz,182,casp10/T0750,0.8707,0.7679
"('casp10/T0750', 53964)",casp10/T0750/MULTICOM-REFINE_TS1.npz,182,casp10/T0750,0.8057,0.6772
"('casp10/T0750', 59361)",casp10/T0750/Atome2_CBS_TS2.npz,182,casp10/T0750,0.7265,0.581
"('casp10/T0750', 100266)",casp10/T0750/FRESS_server_TS3.npz,182,casp10/T0750,0.8023,0.6415
"('casp10/T0750', 97792)",casp10/T0750/Distill_roll_TS5.npz,182,casp10/T0750,0.7309,0.5852
"('casp10/T0752', 59649)",casp10/T0752/Seok-server_TS3.npz,148,casp10/T0752,0.7539,0.6723
"('casp10/T0752', 111198)",casp10/T0752/BAKER-ROSETTASERVER_TS2.npz,148,casp10/T0752,0.8669,0.8108
"('casp10/T0752', 49719)",casp10/T0752/Jiang_Fold_TS2.npz,148,casp10/T0752,0.8065,0.7618
"('casp10/T0752', 67442)",casp10/T0752/Distill_TS3.npz,148,casp10/T0752,0.8678,0.8209
"('casp10/T0752', 68879)",casp10/T0752/MULTICOM-CLUSTER_TS4.npz,148,casp10/T0752,0.8,0.728
"('casp10/T0752', 100974)",casp10/T0752/IntFOLD_TS5.npz,148,casp10/T0752,0.7786,0.7264
"('casp10/T0752', 23608)",casp10/T0752/3D-JIGSAW_V5-0_TS4.npz,148,casp10/T0752,0.8327,0.7669
"('casp10/T0752', 84466)",casp10/T0752/Jiang_Server_TS4.npz,148,casp10/T0752,0.8386,0.7652
"('casp10/T0752', 112605)",casp10/T0752/FFAS03hj_TS2.npz,148,casp10/T0752,0.8342,0.7736
"('casp10/T0752', 64341)",casp10/T0752/FFAS03_TS3.npz,148,casp10/T0752,0.8291,0.7821
"('casp10/T0752', 51313)",casp10/T0752/Atome2_CBS_TS5.npz,148,casp10/T0752,0.7240000000000001,0.6571
"('casp10/T0752', 100417)",casp10/T0752/RaptorX-ZY_TS1.npz,148,casp10/T0752,0.8675,0.8226
"('casp10/T0752', 42584)",casp10/T0752/STRINGS_TS3.npz,148,casp10/T0752,0.8171,0.7348
"('casp10/T0752', 77022)",casp10/T0752/MULTICOM-CONSTRUCT_TS3.npz,148,casp10/T0752,0.8604,0.8209
"('casp10/T0752', 115295)",casp10/T0752/IntFOLD_TS3.npz,148,casp10/T0752,0.8069,0.728
"('casp10/T0752', 56071)",casp10/T0752/Distill_TS2.npz,148,casp10/T0752,0.8534,0.8024
"('casp10/T0752', 94891)",casp10/T0752/AOBA-server_TS5.npz,148,casp10/T0752,0.851,0.7753
"('casp10/T0752', 64770)",casp10/T0752/Jiang_Server_TS5.npz,148,casp10/T0752,0.7023,0.6537
"('casp10/T0752', 9634)",casp10/T0752/RBO-MBS-BB_TS4.npz,148,casp10/T0752,0.4937,0.4257
"('casp10/T0752', 957)",casp10/T0752/Pcons-net_TS3.npz,148,casp10/T0752,0.902,0.8632
"('casp10/T0752', 65879)",casp10/T0752/Seok-server_TS4.npz,148,casp10/T0752,0.755,0.674
"('casp10/T0752', 7943)",casp10/T0752/FALCON-TOPO-X_TS4.npz,142,casp10/T0752,0.6964,0.6655
"('casp10/T0752', 38542)",casp10/T0752/MATRIX_TS4.npz,148,casp10/T0752,0.8285,0.7753
"('casp10/T0752', 111934)",casp10/T0752/FALCON-TOPO-X_TS5.npz,147,casp10/T0752,0.7015,0.6436
"('casp10/T0752', 105969)",casp10/T0752/panther_TS5.npz,148,casp10/T0752,0.7608,0.7027
"('casp10/T0752', 32353)",casp10/T0752/MULTICOM-REFINE_TS3.npz,148,casp10/T0752,0.8768,0.8345
"('casp10/T0752', 44050)",casp10/T0752/slbio_TS1.npz,148,casp10/T0752,0.8306,0.7804
"('casp10/T0752', 74429)",casp10/T0752/Distill_TS1.npz,148,casp10/T0752,0.8542,0.8091
"('casp10/T0752', 10622)",casp10/T0752/IntFOLD2_TS1.npz,148,casp10/T0752,0.8121,0.7196
"('casp10/T0752', 72756)",casp10/T0752/TASSER-VMT_TS1.npz,148,casp10/T0752,0.8118,0.7483
"('casp10/T0752', 43748)",casp10/T0752/Pcons-net_TS2.npz,148,casp10/T0752,0.9291,0.9037
"('casp10/T0752', 53728)",casp10/T0752/FALCON-TOPO_TS2.npz,148,casp10/T0752,0.7705,0.7382
"('casp10/T0752', 104693)",casp10/T0752/QUARK_TS2.npz,148,casp10/T0752,0.8462,0.7855
"('casp10/T0752', 56171)",casp10/T0752/Jiang_Threader_TS3.npz,148,casp10/T0752,0.6846,0.6486
"('casp10/T0752', 12760)",casp10/T0752/slbio_TS2.npz,148,casp10/T0752,0.8491,0.8057
"('casp10/T0752', 2201)",casp10/T0752/MUFold_CRF_TS4.npz,148,casp10/T0752,0.7679,0.7264
"('casp10/T0752', 109757)",casp10/T0752/PMS_TS1.npz,148,casp10/T0752,0.8328,0.7753
"('casp10/T0752', 18934)",casp10/T0752/chuo-repack-server_TS2.npz,148,casp10/T0752,0.8311,0.7736
"('casp10/T0752', 54511)",casp10/T0752/confuzzGS_TS1.npz,148,casp10/T0752,0.3124,0.2432
"('casp10/T0752', 112115)",casp10/T0752/Distill_roll_TS2.npz,148,casp10/T0752,0.8645,0.8057
"('casp10/T0752', 65795)",casp10/T0752/Mufold-MD_TS1.npz,148,casp10/T0752,0.8309,0.7601
"('casp10/T0752', 35494)",casp10/T0752/IntFOLD_TS1.npz,148,casp10/T0752,0.8341,0.7635
"('casp10/T0752', 34936)",casp10/T0752/FFAS03_TS1.npz,148,casp10/T0752,0.8313,0.7686
"('casp10/T0752', 67198)",casp10/T0752/Distill_roll_TS4.npz,148,casp10/T0752,0.8706,0.8007
"('casp10/T0752', 34701)",casp10/T0752/PconsM_TS1.npz,148,casp10/T0752,0.9291,0.9037
"('casp10/T0752', 75736)",casp10/T0752/FALCON-TOPO_TS5.npz,148,casp10/T0752,0.7575,0.7196
"('casp10/T0752', 25178)",casp10/T0752/MULTICOM-NOVEL_TS2.npz,148,casp10/T0752,0.8472,0.8108
"('casp10/T0752', 44843)",casp10/T0752/NewSerf_TS1.npz,148,casp10/T0752,0.8109999999999999,0.7551
"('casp10/T0752', 22911)",casp10/T0752/HHpred-thread_TS1.npz,148,casp10/T0752,0.8773,0.826
"('casp10/T0752', 55831)",casp10/T0752/RBO-i-MBS-BB_TS1.npz,148,casp10/T0752,0.6082,0.5321
"('casp10/T0752', 83546)",casp10/T0752/MULTICOM-REFINE_TS4.npz,148,casp10/T0752,0.8701,0.8243
"('casp10/T0752', 25868)",casp10/T0752/SAM-T06-server_TS2.npz,133,casp10/T0752,0.7473,0.7128
"('casp10/T0752', 99025)",casp10/T0752/MULTICOM-CLUSTER_TS2.npz,148,casp10/T0752,0.861,0.8209
"('casp10/T0752', 46415)",casp10/T0752/Bilab-ENABLE_TS5.npz,148,casp10/T0752,0.3441,0.3007
"('casp10/T0752', 98858)",casp10/T0752/BhageerathH_TS4.npz,148,casp10/T0752,0.5377,0.424
"('casp10/T0752', 97436)",casp10/T0752/PMS_TS2.npz,148,casp10/T0752,0.8261,0.7669
"('casp10/T0752', 70672)",casp10/T0752/AOBA-server_TS4.npz,148,casp10/T0752,0.7494,0.6757
"('casp10/T0752', 85460)",casp10/T0752/chuo-fams-server_TS2.npz,148,casp10/T0752,0.8311,0.7736
"('casp10/T0752', 73640)",casp10/T0752/Distill_TS4.npz,148,casp10/T0752,0.8554,0.8074
"('casp10/T0752', 38257)",casp10/T0752/STRINGS_TS5.npz,148,casp10/T0752,0.8092,0.7399
"('casp10/T0752', 80960)",casp10/T0752/YASARA_TS3.npz,148,casp10/T0752,0.547,0.4679
"('casp10/T0752', 58723)",casp10/T0752/AOBA-server_TS1.npz,148,casp10/T0752,0.8306,0.7753
"('casp10/T0752', 38199)",casp10/T0752/QUARK_TS3.npz,148,casp10/T0752,0.8726,0.8209
"('casp10/T0752', 95189)",casp10/T0752/BhageerathH_TS1.npz,148,casp10/T0752,0.8311,0.7432
"('casp10/T0752', 9394)",casp10/T0752/FFAS03c_TS1.npz,141,casp10/T0752,0.8038,0.7314
"('casp10/T0752', 228)",casp10/T0752/YASARA_TS5.npz,148,casp10/T0752,0.5484,0.4764
"('casp10/T0753', 12335)",casp10/T0753/Distill_TS4.npz,107,casp10/T0753,0.7703,0.7292
"('casp10/T0753', 89900)",casp10/T0753/Mufold-MD_TS2.npz,108,casp10/T0753,0.7845,0.7384
"('casp10/T0753', 114494)",casp10/T0753/Seok-server_TS3.npz,108,casp10/T0753,0.7813,0.7384
"('casp10/T0753', 46039)",casp10/T0753/HOMER_TS1.npz,107,casp10/T0753,0.7616,0.7176
"('casp10/T0753', 40007)",casp10/T0753/IntFOLD_TS1.npz,108,casp10/T0753,0.7761,0.7292
"('casp10/T0753', 48986)",casp10/T0753/BAKER-ROSETTASERVER_TS4.npz,108,casp10/T0753,0.8236,0.8032
"('casp10/T0753', 109570)",casp10/T0753/FALCON-TOPO-X_TS5.npz,104,casp10/T0753,0.7709,0.7199
"('casp10/T0753', 78680)",casp10/T0753/RaptorX_TS1.npz,108,casp10/T0753,0.7904,0.75
"('casp10/T0753', 50864)",casp10/T0753/MATRIX_TS3.npz,108,casp10/T0753,0.7938,0.7593
"('casp10/T0753', 8290)",casp10/T0753/chuo-repack-server_TS4.npz,108,casp10/T0753,0.7633,0.713
"('casp10/T0753', 10838)",casp10/T0753/RaptorX-ZY_TS1.npz,108,casp10/T0753,0.7915,0.7523
"('casp10/T0753', 74509)",casp10/T0753/RBO-i-MBS-BB_TS2.npz,108,casp10/T0753,0.3116,0.2963
"('casp10/T0753', 16141)",casp10/T0753/Jiang_Fold_TS4.npz,108,casp10/T0753,0.2119,0.2037
"('casp10/T0753', 102478)",casp10/T0753/sysimm_TS3.npz,72,casp10/T0753,0.1515,0.1551
"('casp10/T0753', 18056)",casp10/T0753/TASSER-VMT_TS1.npz,108,casp10/T0753,0.7924,0.7616
"('casp10/T0753', 7342)",casp10/T0753/RBO-MBS_TS2.npz,108,casp10/T0753,0.3669,0.3657
"('casp10/T0753', 100474)",casp10/T0753/MULTICOM-CONSTRUCT_TS1.npz,108,casp10/T0753,0.7841,0.7361
"('casp10/T0753', 34832)",casp10/T0753/Lenserver_TS4.npz,108,casp10/T0753,0.2401,0.2361
"('casp10/T0753', 99819)",casp10/T0753/RBO-MBS_TS5.npz,108,casp10/T0753,0.3551,0.3449
"('casp10/T0753', 56837)",casp10/T0753/FRESS_server_TS1.npz,108,casp10/T0753,0.775,0.7361
"('casp10/T0753', 32989)",casp10/T0753/RBO-i-MBS_TS3.npz,108,casp10/T0753,0.3231,0.3287
"('casp10/T0753', 114575)",casp10/T0753/PMS_TS1.npz,108,casp10/T0753,0.7819,0.7407
"('casp10/T0753', 94404)",casp10/T0753/SAM-T08-server_TS1.npz,108,casp10/T0753,0.7827,0.7315
"('casp10/T0753', 87442)",casp10/T0753/MATRIX_TS5.npz,108,casp10/T0753,0.8084,0.7778
"('casp10/T0753', 33021)",casp10/T0753/MULTICOM-NOVEL_TS1.npz,108,casp10/T0753,0.7841,0.7361
"('casp10/T0753', 48711)",casp10/T0753/Phyre2_A_TS1.npz,108,casp10/T0753,0.7716,0.7269
"('casp10/T0753', 108479)",casp10/T0753/FRESS_server_TS3.npz,108,casp10/T0753,0.7456,0.6898
"('casp10/T0753', 76082)",casp10/T0753/MULTICOM-CLUSTER_TS2.npz,108,casp10/T0753,0.797,0.75
"('casp10/T0753', 24458)",casp10/T0753/TASSER-VMT_TS4.npz,108,casp10/T0753,0.2301,0.2338
"('casp10/T0753', 31729)",casp10/T0753/3D-JIGSAW_V5-0_TS4.npz,106,casp10/T0753,0.7675,0.7245
"('casp10/T0753', 85600)",casp10/T0753/Zhang-Server_TS3.npz,108,casp10/T0753,0.7836,0.7384
"('casp10/T0753', 25158)",casp10/T0753/TASSER-VMT_TS5.npz,108,casp10/T0753,0.1992,0.1875
"('casp10/T0753', 99458)",casp10/T0753/QUARK_TS4.npz,108,casp10/T0753,0.7878,0.7361
"('casp10/T0753', 268)",casp10/T0753/MULTICOM-NOVEL_TS3.npz,108,casp10/T0753,0.7705,0.7199
"('casp10/T0753', 10962)",casp10/T0753/MULTICOM-CLUSTER_TS1.npz,108,casp10/T0753,0.7841,0.7361
"('casp10/T0753', 25616)",casp10/T0753/SAM-T06-server_TS5.npz,67,casp10/T0753,0.2049,0.2153
"('casp10/T0753', 27591)",casp10/T0753/RBO-i-MBS_TS2.npz,108,casp10/T0753,0.2783,0.2639
"('casp10/T0753', 52634)",casp10/T0753/FFAS03_TS1.npz,107,casp10/T0753,0.7697,0.7153
"('casp10/T0753', 68822)",casp10/T0753/Jiang_Server_TS1.npz,108,casp10/T0753,0.779,0.7361
"('casp10/T0753', 16940)",casp10/T0753/TASSER-VMT_TS2.npz,108,casp10/T0753,0.7795,0.7315
"('casp10/T0753', 39547)",casp10/T0753/RBO-MBS_TS4.npz,108,casp10/T0753,0.2923,0.3079
"('casp10/T0753', 35774)",casp10/T0753/SAM-T08-server_TS2.npz,108,casp10/T0753,0.7694,0.7245
"('casp10/T0753', 114423)",casp10/T0753/Jiang_Fold_TS3.npz,108,casp10/T0753,0.2579,0.2546
"('casp10/T0753', 29920)",casp10/T0753/RBO-i-MBS_TS4.npz,108,casp10/T0753,0.3292,0.33799999999999997
"('casp10/T0753', 40882)",casp10/T0753/3D-JIGSAW_V5-0_TS1.npz,106,casp10/T0753,0.7672,0.7222
"('casp10/T0753', 100863)",casp10/T0753/STRINGS_TS5.npz,108,casp10/T0753,0.4186,0.4005
"('casp10/T0753', 72371)",casp10/T0753/RBO-i-MBS_TS5.npz,108,casp10/T0753,0.2785,0.2639
"('casp10/T0753', 50125)",casp10/T0753/FFAS03mt_TS1.npz,107,casp10/T0753,0.7773,0.7245
"('casp10/T0753', 101883)",casp10/T0753/AOBA-server_TS3.npz,108,casp10/T0753,0.1046,0.1157
"('casp10/T0753', 60617)",casp10/T0753/PconsM_TS3.npz,108,casp10/T0753,0.7835,0.7315
"('casp10/T0753', 108626)",casp10/T0753/chuo-fams-server_TS5.npz,108,casp10/T0753,0.7518,0.713
"('casp10/T0753', 79710)",casp10/T0753/IntFOLD2_TS4.npz,108,casp10/T0753,0.7842,0.7338
"('casp10/T0753', 55529)",casp10/T0753/SAM-T08-server_TS4.npz,75,casp10/T0753,0.1865,0.1667
"('casp10/T0753', 12033)",casp10/T0753/hGen3D_TS1.npz,108,casp10/T0753,0.7769,0.7269
"('casp10/T0753', 80291)",casp10/T0753/SAM-T08-server_TS3.npz,106,casp10/T0753,0.7531,0.7106
"('casp10/T0753', 40075)",casp10/T0753/FFAS03c_TS1.npz,107,casp10/T0753,0.7806,0.7269
"('casp10/T0753', 64145)",casp10/T0753/Atome2_CBS_TS2.npz,108,casp10/T0753,0.7741,0.7222
"('casp10/T0753', 78228)",casp10/T0753/BhageerathH_TS3.npz,108,casp10/T0753,0.7629,0.7269
"('casp10/T0753', 19103)",casp10/T0753/FALCON-TOPO-X_TS2.npz,108,casp10/T0753,0.7842,0.7407
"('casp10/T0753', 34230)",casp10/T0753/Jiang_Threader_TS3.npz,108,casp10/T0753,0.2111,0.1991
"('casp10/T0753', 54491)",casp10/T0753/FALCON-TOPO_TS5.npz,104,casp10/T0753,0.7709,0.7199
