,Proposed,GDT_TS,target,ProQ3D,ProQ3,ProQ2,ProQ2D,VoroMQA,SBROD,Sato-3DCNN
T0852TS184_1,0.4716818332672119,53.54,T0852,0.565349,0.667666,0.586576,0.55898,0.429649,1.59685464766,0.4215352535247803
T0852TS184_2,0.4666878581047058,52.85,T0852,0.5805859999999999,0.636863,0.58241,0.570979,0.421127,1.6026210027899999,0.4165407717227936
T0852TS268_3,0.4646967649459839,47.85,T0852,0.440076,0.402389,0.431309,0.434781,0.366967,1.54527608542,0.3648030459880829
T0852TS499_5,0.5254736542701721,52.01,T0852,0.40528,0.486415,0.513772,0.522119,0.401108,1.63435785206,0.457814484834671
T0852TS381_2,0.5098203420639038,48.4,T0852,0.457913,0.472659,0.487839,0.471251,0.348445,1.61296834504,0.3984138071537018
T0852TS499_2,0.5344274640083313,47.99,T0852,0.410016,0.5148020000000001,0.571773,0.5422939999999999,0.397415,1.60192818701,0.4484558701515198
T0852TS300_5,0.4367043375968933,44.31000000000001,T0852,0.441565,0.325489,0.419987,0.450162,0.306929,1.51010165264,0.29604557156562805
T0852TS454_4,0.3524076044559479,46.6,T0852,0.380859,0.331459,0.364018,0.366778,0.284043,1.4403767845700002,0.27652230858802795
T0852TS008_2,0.4634229838848114,48.82,T0852,0.429828,0.418623,0.458463,0.443622,0.335165,1.56879675515,0.3196015954017639
T0852TS345_1,0.4057441353797913,39.93,T0852,0.436185,0.4900060000000001,0.517217,0.505491,0.380199,1.55287526074,0.30480900406837463
T0852TS335_2,0.4940492212772371,49.93,T0852,0.457867,0.466138,0.482986,0.487303,0.346412,1.6143695713,0.3785923719406128
T0852TS008_1,0.4792270660400391,53.33,T0852,0.4356100000000001,0.400141,0.4452140000000001,0.466925,0.355658,1.6212100272299999,0.3813408315181732
T0852TS492_4,0.3813990354537964,40.9,T0852,0.420933,0.385728,0.387665,0.390866,0.338891,1.55753636934,0.3132323622703552
T0852TS452_5,0.4974360167980194,49.38,T0852,0.452489,0.45774,0.469694,0.48708,0.33421300000000004,1.57013463396,0.383777379989624
T0852TS277_4,0.4874359369277954,46.04,T0852,0.374935,0.455338,0.499339,0.505178,0.38589,1.56445790635,0.4074006676673889
T0852TS420_5,0.4834958016872406,49.38,T0852,0.477145,0.4649430000000001,0.470035,0.475071,0.31901,1.52394890248,0.3411338925361633
T0852TS492_2,0.4335820972919464,40.9,T0852,0.397604,0.392177,0.430243,0.417699,0.332366,1.5793735909600002,0.3443233370780945
T0852TS381_4,0.49146422743797297,49.38,T0852,0.39014,0.401863,0.42653,0.453118,0.330274,1.5763693065,0.3739657700061798
T0852TS420_1,0.4707953631877899,53.18999999999999,T0852,0.436311,0.396149,0.426482,0.454057,0.359398,1.61258337072,0.3457129895687103
T0852TS041_1,0.4379362761974335,47.92,T0852,0.444773,0.43094,0.460856,0.466952,0.334529,1.60524188155,0.34234458208084106
T0852TS160_2,0.33039775490760803,41.18,T0852,0.320101,0.257888,0.30298200000000003,0.352308,0.250887,1.41471232184,0.2475321739912033
T0852TS349_4,0.3982172608375549,47.85,T0852,0.391594,0.382972,0.436909,0.440625,0.31049,1.50940668655,0.2824830710887909
T0852TS479_5,0.4392527341842651,41.04,T0852,0.435974,0.545143,0.526423,0.5112220000000001,0.375056,1.59994937961,0.3008418679237366
T0852TS212_1,0.4665404260158539,49.1,T0852,0.4925890000000001,0.456705,0.493599,0.489792,0.364953,1.56463450269,0.3696177005767822
T0852TS410_5,0.4109700620174408,47.71,T0852,0.395662,0.376163,0.413625,0.400943,0.344842,1.6311887474200002,0.3225570917129517
T0852TS268_4,0.4606797695159912,47.29,T0852,0.43648,0.399338,0.4330810000000001,0.439719,0.354934,1.54342493058,0.3581983745098114
T0852TS300_1,0.4361202716827393,44.38,T0852,0.431528,0.32886,0.419223,0.447975,0.28987,1.52883390569,0.2751486599445343
T0852TS171_4,0.42638832330703735,48.4,T0852,0.365298,0.312664,0.345635,0.378287,0.314685,1.56199268995,0.3046973943710327
T0852TS171_5,0.4230721294879913,48.61,T0852,0.363037,0.301666,0.305503,0.358537,0.307372,1.60654734484,0.26884010434150696
T0852TS038_3,0.6119177341461182,51.24999999999999,T0852,0.474866,0.530432,0.587378,0.5797359999999999,0.422288,1.69569749574,0.5069467425346375
T0852TS038_1,0.5271929502487183,50.69000000000001,T0852,0.47603,0.5249199999999999,0.590803,0.5778270000000001,0.414915,1.64267226938,0.42185601592063904
T0852TS216_5,0.4537317156791687,50.83,T0852,0.39902,0.420454,0.429665,0.415142,0.34741700000000003,1.66563776302,0.3397876620292664
T0852TS381_5,0.4801080822944641,49.1,T0852,0.460041,0.462275,0.480759,0.483116,0.346318,1.5854860146399998,0.3698403835296631
T0852TS381_1,0.4831851720809937,49.93,T0852,0.399921,0.413915,0.442321,0.453203,0.349069,1.56608156609,0.3569853901863098
T0852TS448_5,0.3776728808879852,48.75,T0852,0.466343,0.465688,0.34812,0.397478,0.298185,1.59816767729,0.2484922111034393
T0852TS041_2,0.4706041514873505,50.13999999999999,T0852,0.400826,0.401353,0.421621,0.413957,0.352289,1.6637311281099998,0.3684763610363007
T0852TS454_1,0.43022361397743225,48.75,T0852,0.463994,0.448629,0.5113489999999999,0.5136270000000001,0.331911,1.54512793058,0.3186773657798767
T0852TS237_3,0.3315720856189728,47.64,T0852,0.387747,0.405644,0.375807,0.393408,0.271583,1.4987643701,0.2846984565258026
T0852TS345_2,0.4283007979393005,38.06000000000001,T0852,0.383416,0.446415,0.497489,0.477994,0.382503,1.60999239815,0.3014166057109833
T0852TS263_4,0.3382736146450043,44.44000000000001,T0852,0.448053,0.4261720000000001,0.467087,0.463355,0.360108,1.59986485396,0.2608579099178314
T0852TS022_3,0.4578805267810822,48.61,T0852,0.435823,0.395635,0.431109,0.448528,0.356472,1.59519907878,0.3394860029220581
T0852TS448_1,0.3322982788085937,49.44,T0852,0.4669,0.451292,0.41724,0.410882,0.31185100000000004,1.5645964490600002,0.24912951886653895
T0852TS251_1,0.5450480580329895,44.38,T0852,0.428958,0.456383,0.5604060000000001,0.581454,0.384325,1.6581052318,0.3950038254261017
T0852TS414_5,0.4732799530029297,49.24,T0852,0.387067,0.431699,0.46498,0.469269,0.334073,1.58425926241,0.4032911956310272
T0852TS038_2,0.5445718765258789,50.83,T0852,0.500267,0.525456,0.559068,0.536583,0.404747,1.69553324958,0.4458208978176117
T0852TS414_3,0.4764577448368073,49.1,T0852,0.4179350000000001,0.446863,0.455326,0.46163,0.335636,1.5523346258300001,0.385917603969574
T0852TS420_4,0.4714007079601288,50.28,T0852,0.393851,0.379331,0.40648,0.415968,0.361151,1.68137235478,0.3731651902198792
T0852TS263_2,0.3171495795249939,46.11,T0852,0.448154,0.4320479999999999,0.445671,0.445424,0.33434899999999995,1.5223140019299999,0.2104935646057129
T0852TS251_2,0.5091551542282104,50.21,T0852,0.415042,0.404109,0.491351,0.493032,0.355549,1.6354543524899998,0.3858615159988403
T0852TS008_5,0.495347797870636,49.24,T0852,0.473833,0.463719,0.475354,0.483557,0.318898,1.52231199932,0.3532039523124695
T0852TS038_5,0.5736368298530579,52.35999999999999,T0852,0.45711,0.5103479999999999,0.565066,0.5582229999999999,0.402384,1.60510286664,0.4538744390010834
T0852TS228_5,0.43450573086738586,48.68,T0852,0.394426,0.435917,0.445141,0.428331,0.337754,1.6084182805399998,0.3698160946369171
T0852TS251_5,0.5027720332145691,41.04,T0852,0.414342,0.362427,0.480083,0.500713,0.348908,1.6300203254499999,0.3717133402824402
T0788TS210_2,0.6222016215324402,69.59,T0788,0.578872,0.6089359999999999,0.5800310000000001,0.440115,0.379986,1.68535623051,0.2679095566272736
T0788TS349_4,0.603481113910675,62.36000000000001,T0788,0.47215,0.457407,0.434108,0.338215,0.33171300000000004,1.58188500771,0.339448481798172
T0788TS117_1,0.7069671154022217,76.33,T0788,0.592677,0.636091,0.612451,0.475375,0.414979,1.71390046466,0.3848741352558136
T0788TS237_4,0.6589237451553345,71.91,T0788,0.56155,0.578889,0.567238,0.430936,0.357317,1.64306533095,0.2695763111114502
T0788TS011_5,0.6739094257354736,73.62,T0788,0.5374770000000001,0.601677,0.570571,0.427897,0.369695,1.66532934615,0.2584054172039032
T0788TS210_3,0.5899176597595215,58.17,T0788,0.5462130000000001,0.596436,0.528017,0.388292,0.33817,1.62788792674,0.2918619215488434
T0788TS184_4,0.6934407353401184,73.79,T0788,0.60319,0.715534,0.6524409999999999,0.493672,0.433858,1.7190958646599999,0.3507719337940216
T0788TS011_1,0.6719073057174683,73.79,T0788,0.5853119999999999,0.636972,0.600741,0.448281,0.409081,1.7329434659599998,0.25157102942466736
T0788TS335_3,0.6956543326377869,73.51,T0788,0.543044,0.5895090000000001,0.591237,0.444874,0.397249,1.75502957164,0.2826938033103943
T0788TS268_1,0.6747458577156067,72.74,T0788,0.575029,0.578385,0.5788800000000001,0.441979,0.4200430000000001,1.7294676476599995,0.3420667350292206
T0788TS022_5,0.5874931812286377,58.32999999999999,T0788,0.562767,0.595739,0.533127,0.374048,0.393928,1.602116756,0.3293637931346893
T0788TS436_1,0.6815268397331238,72.68,T0788,0.54169,0.587588,0.5749850000000001,0.43685,0.368042,1.71448592999,0.28103116154670715
T0788TS008_2,0.7154957056045532,78.03,T0788,0.581318,0.6339739999999999,0.580527,0.449671,0.420936,1.77538913384,0.38567760586738586
T0788TS345_4,0.6720453500747681,72.74,T0788,0.5681189999999999,0.576129,0.57423,0.437023,0.4118810000000001,1.7303299185499998,0.3239055573940277
T0788TS171_2,0.6941365003585815,73.29,T0788,0.5538109999999999,0.548307,0.551874,0.431372,0.334918,1.67892310137,0.3023988008499145
T0788TS420_2,0.67718905210495,64.29,T0788,0.571079,0.572234,0.555053,0.418748,0.407884,1.7190269448599995,0.4695725739002228
T0788TS038_1,0.6362024545669556,72.13,T0788,0.557424,0.5260640000000001,0.5287229999999999,0.418557,0.35435300000000003,1.68330315305,0.2144689112901688
T0788TS038_5,0.6505081057548523,72.52,T0788,0.542723,0.525469,0.527628,0.401856,0.368651,1.6622204350299998,0.2403324395418167
T0788TS300_5,0.6606137156486511,72.74,T0788,0.540485,0.540245,0.550428,0.429597,0.378811,1.6987132888499998,0.2916228771209717
T0788TS171_1,0.6994243264198303,73.56,T0788,0.535138,0.536778,0.562056,0.419084,0.336429,1.6973296129,0.2755807340145111
T0788TS335_2,0.6966146230697632,72.68,T0788,0.535963,0.572313,0.54896,0.418173,0.389051,1.7277104748099998,0.2786598205566406
T0788TS381_2,0.6817551851272583,72.63,T0788,0.530623,0.549236,0.551575,0.406246,0.398845,1.7320832072799999,0.29754483699798584
T0788TS145_2,0.677202045917511,72.96,T0788,0.5457770000000001,0.572393,0.5675359999999999,0.428472,0.33545,1.75344641132,0.2722129225730896
T0788TS117_4,0.698158323764801,76.66,T0788,0.581256,0.634125,0.60112,0.458304,0.412569,1.70917378034,0.3780679404735565
T0788TS436_2,0.6603431105613708,71.58,T0788,0.565122,0.55785,0.544175,0.41368,0.38198,1.6783562042200002,0.3173239231109619
T0788TS193_1,0.7343835830688477,69.98,T0788,0.5549029999999999,0.556401,0.542686,0.423516,0.408433,1.70879862815,0.34535005688667303
T0788TS268_3,0.6616315841674805,71.97,T0788,0.580624,0.586577,0.590449,0.45087,0.41625,1.7252198952700002,0.32067248225212097
T0788TS452_4,0.6876963376998901,72.96,T0788,0.523845,0.5675100000000001,0.567661,0.42652,0.402248,1.7219457410499999,0.27271515130996704
T0788TS237_2,0.6552963256835938,72.35,T0788,0.527881,0.567657,0.539154,0.397947,0.334117,1.6599444137000001,0.2360634952783585
T0788TS345_1,0.6721410751342773,72.46,T0788,0.587467,0.588391,0.579702,0.438271,0.404498,1.7235564431700001,0.3267994523048401
T0788TS479_1,0.5400184988975525,57.56,T0788,0.473396,0.407087,0.376533,0.300345,0.253017,1.50721323894,0.23474353551864624
T0788TS156_5,0.8585103154182434,60.71,T0788,0.507817,0.490654,0.471073,0.35538200000000003,0.432177,1.68327013586,0.5269954800605774
T0788TS184_5,0.6944997906684875,73.34,T0788,0.6079600000000001,0.704327,0.641522,0.4918,0.430992,1.70129298472,0.35801616311073303
T0788TS346_1,0.6592206954956055,62.53,T0788,0.583112,0.6144430000000001,0.50258,0.373164,0.361933,1.6198913769799999,0.3654523193836212
T0788TS300_2,0.6685374975204468,72.52,T0788,0.544656,0.546615,0.54488,0.417226,0.378563,1.6879207469400002,0.2984391450881958
T0788TS041_5,0.6814872622489929,73.12,T0788,0.571669,0.595673,0.5831390000000001,0.439637,0.38732,1.67851396967,0.3119287192821503
T0788TS414_3,0.6797595620155334,72.74,T0788,0.5461060000000001,0.569366,0.555815,0.42466,0.383722,1.71469849554,0.27275481820106506
T0788TS251_4,0.6904101371765137,73.73,T0788,0.579162,0.6001270000000001,0.577363,0.44852,0.400116,1.73182083191,0.3260660469532013
T0788TS277_2,0.7203851342201233,78.59,T0788,0.6045159999999999,0.651518,0.624851,0.48449,0.442786,1.7636719405799999,0.3914976716041565
T0788TS050_1,0.6760352253913879,72.19,T0788,0.6104109999999999,0.6725300000000001,0.594489,0.440088,0.397829,1.63558972824,0.31376156210899353
T0788TS237_3,0.6358185410499573,73.12,T0788,0.5486439999999999,0.5728310000000001,0.5733090000000001,0.439072,0.330515,1.64579851991,0.21830938756465912
T0788TS263_1,0.6348528265953064,70.53,T0788,0.551416,0.5885859999999999,0.55989,0.422487,0.370034,1.69952851919,0.2629656791687012
T0788TS133_5,0.6945086121559143,70.69,T0788,0.602873,0.594853,0.577099,0.442872,0.400763,1.72583562759,0.3570912778377533
T0788TS452_3,0.6908879280090332,73.23,T0788,0.544663,0.5974619999999999,0.580073,0.443986,0.399593,1.72957804653,0.2731347680091858
T0788TS212_1,0.6750316619873047,70.53,T0788,0.586023,0.577105,0.551528,0.456459,0.39089,1.6882516128999998,0.3200047314167023
T0788TS133_2,0.6897290945053101,70.86,T0788,0.5815859999999999,0.565779,0.549503,0.424714,0.396847,1.7153745878400002,0.3474104702472687
T0788TS133_4,0.6948959231376648,70.81,T0788,0.5988720000000001,0.59118,0.574239,0.441625,0.401075,1.7242296554299998,0.3575947880744934
T0788TS300_1,0.6482114195823669,72.24,T0788,0.5483180000000001,0.542203,0.5489970000000001,0.413879,0.365889,1.7047950779899999,0.273921936750412
T0788TS210_4,0.5985947251319885,62.53,T0788,0.54923,0.580979,0.581154,0.425878,0.385747,1.6456813730500002,0.34236764907836914
T0788TS499_1,0.7088139057159424,77.87,T0788,0.590305,0.649584,0.607078,0.472785,0.435551,1.7365893613999999,0.3699105381965637
T0788TS156_1,0.8603569865226746,61.14999999999999,T0788,0.512293,0.520084,0.487907,0.373033,0.4542310000000001,1.70788001287,0.5504655838012695
T0788TS436_5,0.5953471660614014,62.13999999999999,T0788,0.51686,0.526283,0.459666,0.366624,0.335575,1.60886260265,0.3538539409637451
T0788TS206_1,0.7065717577934265,72.63,T0788,0.5823659999999999,0.6410600000000001,0.6046600000000001,0.447618,0.407795,1.71736577975,0.4083656072616577
T0788TS381_3,0.683940052986145,73.12,T0788,0.547567,0.576447,0.566635,0.4248520000000001,0.381011,1.73353346445,0.2783282995223999
T0788TS277_1,0.7146850824356079,77.21,T0788,0.6206189999999999,0.6438649999999999,0.622089,0.474488,0.449794,1.73892534976,0.3949836790561676
T0788TS237_1,0.6646734476089478,72.35,T0788,0.539443,0.579908,0.5602199999999999,0.420482,0.361122,1.65533264909,0.27807125449180603
T0788TS479_5,0.5654067993164062,59.43999999999999,T0788,0.434155,0.357892,0.351019,0.292015,0.261247,1.53846260415,0.2765657603740692
T0788TS454_5,0.5748985409736633,64.46,T0788,0.468257,0.514325,0.5220899999999999,0.367125,0.354337,1.6323472535299999,0.1908279061317444
T0788TS345_3,0.6657811999320984,72.19,T0788,0.6083069999999999,0.6132479999999999,0.605163,0.452689,0.4112,1.75515209785,0.32469460368156433
T0788TS448_2,0.6319833397865295,71.63,T0788,0.537988,0.583849,0.5236270000000001,0.405537,0.323763,1.6569689424599998,0.20878806710243225
T0788TS436_3,0.6677494645118713,71.58,T0788,0.577249,0.567574,0.5528069999999999,0.429696,0.3809,1.6747997307700002,0.3280300796031952
T0788TS454_3,0.6278702020645142,60.53999999999999,T0788,0.499576,0.549863,0.505713,0.377319,0.351712,1.6864356448700002,0.3832722306251526
T0788TS454_2,0.641808271408081,70.25,T0788,0.536772,0.5857600000000001,0.586858,0.4361390000000001,0.389885,1.71282188161,0.2648090124130249
T0788TS420_3,0.6300522089004517,64.4,T0788,0.549059,0.55135,0.511444,0.372787,0.379702,1.6902317067800001,0.425245076417923
T0788TS277_4,0.7181873321533203,76.99,T0788,0.5408470000000001,0.607789,0.592328,0.45995,0.432615,1.73281124149,0.3810755908489227
T0788TS145_4,0.668286144733429,73.67,T0788,0.53292,0.5582060000000001,0.549624,0.425476,0.314277,1.7134220076299995,0.25914889574050903
T0788TS414_2,0.6785820126533508,73.12,T0788,0.544014,0.584484,0.567826,0.424475,0.391411,1.7246774919299999,0.2917265594005585
T0788TS133_1,0.6867398023605347,70.97,T0788,0.5900489999999999,0.582252,0.562543,0.435867,0.392253,1.7082624157700002,0.3318186402320862
T0788TS452_5,0.6813862323760986,73.34,T0788,0.549393,0.58849,0.57525,0.435232,0.383804,1.74350113385,0.2775357961654663
T0788TS184_1,0.684704601764679,73.4,T0788,0.596754,0.711526,0.645058,0.49944,0.443565,1.72415989553,0.3544793128967285
T0788TS410_1,0.6528838276863098,71.25,T0788,0.544514,0.54272,0.542626,0.412652,0.378029,1.68534994856,0.30291107296943665
T0788TS268_2,0.667302131652832,72.02,T0788,0.5853689999999999,0.5843689999999999,0.573052,0.435554,0.39848,1.73890168688,0.3133523464202881
T0788TS499_5,0.716816246509552,78.26,T0788,0.565096,0.628583,0.575995,0.444946,0.391868,1.7178483598299998,0.3541571795940399
T0788TS263_3,0.5964184403419495,65.67,T0788,0.524415,0.5230060000000001,0.535729,0.413339,0.388499,1.6785964927300001,0.2975887656211853
T0788TS237_5,0.65848708152771,72.02,T0788,0.538886,0.5591510000000001,0.537495,0.409165,0.348029,1.65851056544,0.2681155204772949
T0788TS041_1,0.6627426147460938,71.52,T0788,0.541295,0.5339079999999999,0.5403560000000001,0.409958,0.371967,1.64785286116,0.2694691121578217
T0788TS133_3,0.6895309090614319,70.81,T0788,0.586966,0.579146,0.557475,0.430944,0.399714,1.7192623969499998,0.3472805917263031
T0788TS251_2,0.6840516924858093,72.46,T0788,0.5805560000000001,0.5927279999999999,0.5672659999999999,0.434838,0.39342,1.7240103329799998,0.3500517904758453
T0788TS381_4,0.6920287609100342,72.68,T0788,0.539975,0.577795,0.551437,0.425264,0.393175,1.72099498849,0.2883890271186829
T0788TS448_4,0.6319344639778137,71.97,T0788,0.538508,0.574738,0.532725,0.4195930000000001,0.307545,1.6426294847,0.20242340862751007
T0788TS300_4,0.6703964471817017,72.52,T0788,0.549795,0.565427,0.576991,0.452832,0.387929,1.70505548282,0.2818218469619751
T0788TS038_2,0.6544938087463379,73.07,T0788,0.536197,0.5494720000000001,0.559175,0.417465,0.363038,1.66025406356,0.23553234338760376
T0788TS345_5,0.6696007251739502,72.46,T0788,0.597724,0.609193,0.601407,0.459805,0.416389,1.75096281651,0.3353062570095062
T0788TS263_5,0.6613517999649048,69.76,T0788,0.573631,0.604738,0.607161,0.456048,0.389963,1.70232795993,0.3126624524593353
T0788TS414_4,0.6853036284446716,72.85,T0788,0.541007,0.552415,0.54688,0.41903,0.388485,1.71686375792,0.2547030448913574
T0788TS448_3,0.6360260248184204,71.63,T0788,0.559871,0.594838,0.528542,0.401704,0.324942,1.6331635365600001,0.1909349113702774
T0788TS454_4,0.662589430809021,71.19,T0788,0.555427,0.601353,0.583942,0.449687,0.372216,1.70086699292,0.2815297245979309
T0788TS268_4,0.6768487691879272,72.74,T0788,0.5915630000000001,0.594517,0.588403,0.458528,0.421823,1.7219366382199999,0.3480176031589508
T0788TS184_2,0.6958383917808533,74.01,T0788,0.616891,0.691561,0.614474,0.47249,0.413383,1.67184906037,0.3158915042877197
T0788TS008_5,0.7158148288726807,78.37,T0788,0.6004970000000001,0.651254,0.6313,0.483926,0.421041,1.7566958613299999,0.3840234875679016
T0788TS349_5,0.6223779320716858,61.42,T0788,0.5184449999999999,0.520638,0.466107,0.348988,0.337745,1.6538391639200003,0.3486462235450745
T0788TS263_2,0.5941997170448303,60.15999999999999,T0788,0.496196,0.583486,0.497979,0.375901,0.342534,1.59404094744,0.2957876622676849
T0788TS184_3,0.6647434234619141,64.57,T0788,0.571118,0.669836,0.585249,0.420157,0.417085,1.6129321027,0.4190791845321655
T0788TS345_2,0.6791077852249146,72.96,T0788,0.572958,0.581545,0.563635,0.419951,0.417355,1.73054711009,0.3318019509315491
T0788TS349_1,0.6480398774147034,63.52,T0788,0.519839,0.539726,0.470588,0.367116,0.354583,1.62273436143,0.3824796676635742
T0788TS349_2,0.6578245759010315,62.63999999999999,T0788,0.540215,0.51928,0.46757,0.360668,0.34941700000000003,1.6295371613799998,0.3497917950153351
T0788TS041_4,0.7305751442909241,72.46,T0788,0.610725,0.645749,0.5987180000000001,0.456012,0.431062,1.75538026508,0.44901007413864136
T0788TS420_4,0.679366946220398,64.73,T0788,0.565773,0.593821,0.57491,0.416787,0.407843,1.71203361975,0.4476458430290222
T0788TS022_4,0.5892643332481384,58.06,T0788,0.621275,0.667363,0.591579,0.459023,0.431177,1.6626287790099998,0.3246007263660431
T0788TS335_1,0.6755726933479309,73.01,T0788,0.548118,0.584909,0.56606,0.437042,0.390171,1.71058242894,0.2750546634197235
T0788TS210_1,0.6323308348655701,69.54,T0788,0.58787,0.610896,0.60385,0.473926,0.382775,1.66890610231,0.2735176682472229
T0788TS008_4,0.7129948139190674,76.71,T0788,0.599511,0.640721,0.610358,0.469884,0.408449,1.7641602938299998,0.4011704325675965
T0788TS073_3,0.7171535491943359,67.22,T0788,0.458638,0.480657,0.46372,0.337368,0.354547,1.66925271128,0.2113836258649826
T0788TS263_4,0.5968883633613586,59.54999999999999,T0788,0.479524,0.556956,0.502617,0.397405,0.342878,1.61917908059,0.2734399735927582
T0788TS381_1,0.6905852556228638,73.18,T0788,0.5417649999999999,0.588414,0.594771,0.44562,0.408475,1.72060010773,0.2753862738609314
T0788TS011_3,0.6579484939575195,73.56,T0788,0.569669,0.622977,0.600765,0.452584,0.381364,1.69531525405,0.26375281810760504
T0788TS414_5,0.6843820214271545,72.79,T0788,0.5263979999999999,0.566368,0.562071,0.409473,0.398333,1.7030180399300001,0.2737451195716858
T0788TS022_1,0.6483063697814941,57.89,T0788,0.608272,0.630408,0.556617,0.456855,0.431125,1.6883863431900001,0.34585607051849365
T0788TS008_1,0.7060920000076294,76.49,T0788,0.6094579999999999,0.653134,0.604729,0.461796,0.417177,1.7550787205900005,0.3858560025691986
T0788TS073_2,0.6657000780105591,62.09,T0788,0.569583,0.502124,0.521269,0.399081,0.368038,1.60351466563,0.4488009214401245
T0788TS448_5,0.6541451215744019,72.24,T0788,0.544974,0.603472,0.5513060000000001,0.402211,0.327985,1.6362878352399999,0.2342382371425629
T0788TS452_1,0.6751906275749207,73.51,T0788,0.533578,0.566509,0.552485,0.420211,0.390993,1.7263796876,0.2739979326725006
T0788TS145_5,0.6724589467048645,72.74,T0788,0.53995,0.555094,0.54009,0.413259,0.33321100000000003,1.7339778027200001,0.2650308012962341
T0788TS499_4,0.7131954431533813,77.76,T0788,0.588305,0.645822,0.60958,0.48005,0.429634,1.74415359064,0.3659529685974121
T0788TS381_5,0.6878699660301208,72.68,T0788,0.537684,0.57196,0.565802,0.416061,0.378676,1.6854379489500002,0.2889646291732788
T0788TS216_1,0.656494140625,71.69,T0788,0.5467569999999999,0.548737,0.546974,0.40977,0.384684,1.66810488044,0.3152680993080139
T0788TS277_3,0.7029371857643127,76.49,T0788,0.587569,0.658397,0.619413,0.47761,0.427656,1.7198652797099998,0.3479049205780029
T0788TS171_3,0.6949533224105835,73.4,T0788,0.517115,0.515358,0.5387109999999999,0.403526,0.328124,1.6624188227599999,0.29715943336486816
T0788TS349_3,0.6551923751831055,62.36000000000001,T0788,0.531946,0.518696,0.462358,0.370555,0.343356,1.59341867295,0.35659849643707275
T0788TS160_1,0.5926541090011597,62.13999999999999,T0788,0.500691,0.517354,0.455355,0.354177,0.340644,1.6039109935799998,0.3530806601047516
T0788TS216_2,0.660260796546936,69.81,T0788,0.569329,0.577781,0.572534,0.44012,0.378294,1.6834337114500002,0.26448777318000793
T0788TS420_1,0.7154957056045532,78.03,T0788,0.590016,0.6542020000000001,0.603396,0.462838,0.430066,1.77538913384,0.38567760586738586
T0788TS038_3,0.6507141590118408,73.01,T0788,0.516541,0.517774,0.514818,0.390547,0.366311,1.6572037293700002,0.2293590009212494
T0788TS277_5,0.7264168858528137,78.53,T0788,0.57981,0.628491,0.597636,0.473541,0.436999,1.73365601162,0.3450899422168732
T0788TS479_4,0.5098169445991516,58.55,T0788,0.483176,0.403376,0.349781,0.284298,0.263581,1.57122561987,0.22373931109905248
T0788TS145_3,0.6756061911582947,72.63,T0788,0.535054,0.555092,0.548651,0.414647,0.329828,1.73150240635,0.2679984271526337
T0788TS171_4,0.7049347162246704,73.84,T0788,0.545533,0.5518310000000001,0.5424260000000001,0.408232,0.325575,1.66898951497,0.2606537938117981
T0788TS171_5,0.7012049555778503,73.95,T0788,0.529961,0.547689,0.5484220000000001,0.396492,0.325624,1.67701103794,0.2794886529445648
T0788TS268_5,0.6732334494590759,72.74,T0788,0.560669,0.551709,0.5491199999999999,0.391235,0.4014,1.69565717808,0.3231239318847656
T0788TS454_1,0.6970592141151428,75.72,T0788,0.5361640000000001,0.5904560000000001,0.597916,0.441454,0.375275,1.7223139986400002,0.3215578496456146
T0788TS452_2,0.6928687691688538,73.12,T0788,0.5245029999999999,0.571681,0.564539,0.423844,0.406271,1.7199035561700002,0.2716287672519684
T0788TS420_5,0.66685551404953,64.13,T0788,0.571062,0.59423,0.549357,0.412818,0.378424,1.72450577708,0.4329736232757568
T0788TS335_4,0.6834250092506409,72.63,T0788,0.550338,0.584145,0.570439,0.424193,0.392519,1.7102643952899999,0.26714733242988586
T0788TS300_3,0.6799720525741577,72.74,T0788,0.551932,0.559679,0.584953,0.441473,0.378034,1.6970333736399998,0.30199363827705383
T0788TS251_5,0.6765163540840149,72.02,T0788,0.608005,0.599008,0.5631,0.435792,0.365604,1.68775061341,0.2935661971569061
T0788TS216_5,0.6469473838806152,69.98,T0788,0.552304,0.610683,0.590275,0.443638,0.373114,1.67475878425,0.29924777150154114
T0788TS145_1,0.6732120513916016,73.67,T0788,0.53288,0.546637,0.543716,0.424837,0.317788,1.7195310191599995,0.26309826970100403
T0788TS251_1,0.6322685480117798,69.43,T0788,0.574983,0.567732,0.557639,0.44012,0.378592,1.68492590306,0.2566111981868744
T0788TS499_2,0.7154987454414368,76.71,T0788,0.600853,0.635656,0.596695,0.46257,0.436771,1.7543785483,0.38405585289001465
T0788TS279_1,0.6833773255348206,65.07,T0788,0.601928,0.63154,0.580533,0.464098,0.419137,1.72216708874,0.37964966893196106
T0788TS414_1,0.6797310709953308,72.68,T0788,0.555227,0.583492,0.583403,0.451641,0.394088,1.7224693819299999,0.26838958263397217
T0788TS008_3,0.709900438785553,76.71,T0788,0.5948640000000001,0.628003,0.578865,0.436732,0.40294,1.7244444500599998,0.3931873738765717
T0788TS041_3,0.7346085906028748,71.69,T0788,0.620501,0.646961,0.6059899999999999,0.461907,0.438973,1.7859160022799998,0.44753924012184143
T0788TS436_4,0.6813783049583435,72.63,T0788,0.547796,0.585091,0.567624,0.433702,0.367855,1.71495994403,0.28122976422309875
