,Proposed,GDT_TS,target,ProQ3D,ProQ2D,ProQ3,ProQ2,VoroMQA,SBROD,Sato-3DCNN
T0986s1TS441_3,0.1563301533460617,32.34,T0986s1,0.446776,0.446762,0.278347,0.31844,0.163911,1.27935631867,0.11196410655975343
T0986s1TS365_5,0.037957552820444114,26.36,T0986s1,0.131706,0.115598,0.0934683,0.1068,0.112701,1.1669870851200002,0.03434738144278526
T0986s1TS004_3,0.0480273999273777,27.17,T0986s1,0.1702,0.15274100000000002,0.12419,0.13304000000000002,0.132896,1.14131726406,0.10809826850891112
T0986s1TS368_1,0.5003400444984436,68.21,T0986s1,0.636223,0.5729569999999999,0.6184890000000001,0.565393,0.3607010000000001,1.34348454147,0.4566441476345062
T0986s1TS497_2,0.052597302943468094,27.99,T0986s1,0.358196,0.27837199999999995,0.406473,0.300361,0.154137,1.2076266718200002,0.04851100966334343
T0986s1TS498_5,0.5754868388175964,67.12,T0986s1,0.576775,0.550988,0.551541,0.547329,0.261916,1.30042584823,0.280731737613678
T0986s1TS243_1,0.4490849077701569,50.54,T0986s1,0.548531,0.543432,0.53618,0.525302,0.286035,1.3808623774000002,0.2602073848247528
T0986s1TS497_3,0.11517301946878432,31.52,T0986s1,0.445032,0.382148,0.371403,0.317725,0.163599,1.2187729658,0.059159129858016975
T0986s1TS041_3,0.10417135804891586,27.72,T0986s1,0.263133,0.260616,0.219733,0.15082,0.123013,1.16496225232,0.03783842921257019
T0986s1TS365_1,0.04041420668363571,23.37,T0986s1,0.172397,0.120655,0.08697619999999999,-0.0129724,0.106354,1.1722340177200001,0.027421746402978897
T0986s1TS124_1,0.3206421434879303,41.58,T0986s1,0.535884,0.516165,0.467887,0.461101,0.341745,1.30068860287,0.3316550254821777
T0986s1TS221_4,0.17966322600841522,44.56,T0986s1,0.405482,0.344562,0.360301,0.348266,0.240639,1.28957648813,0.19247843325138086
T0986s1TS243_5,0.5346090197563171,52.17,T0986s1,0.566063,0.533353,0.472507,0.537837,0.249651,1.36419376171,0.24005989730358124
T0986s1TS488_3,0.4054230749607086,39.95,T0986s1,0.560926,0.484752,0.483641,0.477615,0.303254,1.33905197449,0.3732926845550537
T0986s1TS365_4,0.044226180762052536,23.64,T0986s1,0.317917,0.234661,0.251217,0.216556,0.106517,1.21187300295,0.0485958643257618
T0986s1TS488_2,0.11317118257284164,32.34,T0986s1,0.5697770000000001,0.39232,0.427274,0.376876,0.295607,1.2723964563299999,0.32181602716445923
T0986s1TS246_3,0.27216172218322754,57.61,T0986s1,0.384698,0.32279,0.300448,0.296257,0.247343,1.26568382836,0.1826531141996384
T0986s1TS348_4,0.005518443416804075,25.54,T0986s1,0.112653,0.0893903,-0.0242157,-0.155658,0.0606181,1.1792883135799999,0.009130530059337616
T0986s1TS156_1,0.3330316841602325,59.51,T0986s1,0.576905,0.501323,0.44723,0.4527350000000001,0.27828,1.3376999549600002,0.32461002469062805
T0986s1TS116_2,0.29328015446662903,57.34,T0986s1,0.434287,0.387748,0.322525,0.371222,0.236615,1.25524332282,0.15541355311870575
T0986s1TS149_5,0.05606463924050331,32.34,T0986s1,0.287029,0.259282,0.252286,0.223648,0.188144,1.21105601967,0.08490859717130661
T0986s1TS441_1,0.3922543525695801,35.05,T0986s1,0.586453,0.522275,0.513564,0.515111,0.32053000000000004,1.3282113411499998,0.3692432641983032
T0986s1TS110_1,0.14422881603240967,39.95,T0986s1,0.292051,0.237161,0.17494300000000002,0.201083,0.147738,1.30028908744,0.05460343137383461
T0986s1TS497_5,0.03741512075066567,26.09,T0986s1,0.432695,0.38062,0.413847,0.357679,0.126617,1.2372976984100001,0.05382080003619194
T0986s1TS124_3,0.4189015924930573,48.91,T0986s1,0.585733,0.57981,0.532722,0.585719,0.35596300000000003,1.31715545316,0.2875339090824127
T0986s1TS023_2,0.6051067709922789,53.53,T0986s1,0.60861,0.537709,0.578045,0.589032,0.359062,1.3981025793000001,0.4308200776576996
T0986s1TS004_4,0.03982758894562721,27.72,T0986s1,0.169043,0.146189,0.14869000000000002,0.133077,0.13857,1.13540037666,0.11267510801553725
T0986s1TS266_2,0.015013800002634525,26.9,T0986s1,0.210787,0.169322,0.0804102,0.03893680000000002,0.17086600000000002,1.16785657229,0.031632091850042336
T0986s1TS498_1,0.5243070125579834,66.03,T0986s1,0.627545,0.586541,0.593825,0.567944,0.294581,1.30451182786,0.2595763504505157
T0986s1TS164_5,0.3326576054096222,58.42,T0986s1,0.409321,0.424501,0.379977,0.440616,0.289658,1.30675100881,0.2381922006607056
T0986s1TS470_2,0.34466490149497986,58.42,T0986s1,0.628546,0.538663,0.504981,0.487892,0.294641,1.3494996974899998,0.3141537606716156
T0986s1TS266_4,0.03681180998682977,32.34,T0986s1,0.204875,0.169508,0.0808151,0.0219089,0.147843,1.19583923249,0.03754422068595886
T0986s1TS337_4,0.030413536354899406,29.89,T0986s1,0.393484,0.37874,0.30429,0.34439699999999995,0.16786800000000002,1.18518970664,0.11814676970243455
T0986s1TS007_5,0.027418965473771092,27.99,T0986s1,0.187981,0.165351,0.014942600000000004,0.0261238,0.101649,1.1419819097700001,0.057808924466371536
T0986s1TS498_4,0.4972770512104034,66.3,T0986s1,0.586923,0.562076,0.590973,0.577066,0.243312,1.2966949249200002,0.24246375262737274
T0986s1TS160_3,0.3741308152675629,35.33,T0986s1,0.410952,0.462541,0.381578,0.428594,0.277791,1.34721693151,0.1727975457906723
T0986s1TS145_4,0.6295228600502014,55.44,T0986s1,0.584642,0.591407,0.569788,0.579453,0.339377,1.43056874991,0.42432156205177307
T0986s1TS243_2,0.5098740458488464,46.47,T0986s1,0.476657,0.48669,0.533675,0.547434,0.308195,1.3666118774399998,0.31693705916404724
T0986s1TS246_1,0.2945369184017181,53.26,T0986s1,0.502066,0.437275,0.359027,0.378067,0.2791,1.30943988852,0.22395528852939608
T0986s1TS348_5,0.017195334658026695,28.26,T0986s1,0.196285,0.15824100000000002,0.0152059,0.0202663,0.0707385,1.19139732164,0.00773477414622903
T0986s1TS470_4,0.3392907679080963,58.42,T0986s1,0.598567,0.512542,0.497078,0.458179,0.273951,1.33863511579,0.30764761567115784
T0986s1TS348_2,0.005860930774360895,25.54,T0986s1,0.201358,0.122314,0.122455,-0.0238584,0.0573668,1.13350116703,0.007013340014964342
T0986s1TS498_2,0.5100710988044739,65.49,T0986s1,0.629026,0.545288,0.560566,0.542234,0.286903,1.3235616323200001,0.21537931263446808
T0986s1TS004_1,0.22475488483905792,48.37,T0986s1,0.405496,0.285149,0.375343,0.345837,0.228174,1.31472488241,0.21315370500087732
T0986s1TS152_1,0.1594199538230896,49.19,T0986s1,0.429726,0.38886,0.297317,0.307008,0.15226199999999998,1.28110674802,0.05891395732760429
T0986s1TS282_1,0.16865737736225128,35.87,T0986s1,0.347487,0.284119,0.290392,0.273045,0.122081,1.22708363067,0.03935707733035088
T0986s1TS407_3,0.3847157955169678,39.13,T0986s1,0.632379,0.566976,0.588359,0.556509,0.318992,1.3043013608,0.3945722579956055
T0986s1TS110_3,0.09556883573532103,35.33,T0986s1,0.358954,0.283193,0.22255,0.293478,0.195219,1.32667141909,0.1758977174758911
T0986s1TS164_2,0.2294527888298035,54.62,T0986s1,0.380064,0.242665,0.301252,0.32675,0.231996,1.2410828574400001,0.0956229642033577
T0986s1TS324_4,0.2599175870418549,55.98,T0986s1,0.49102,0.386304,0.407009,0.38005,0.203976,1.2939287290100001,0.11399992555379868
T0986s1TS488_1,0.5740108489990234,40.76,T0986s1,0.627395,0.549427,0.598187,0.57039,0.395731,1.3641653506,0.4513846933841705
T0986s1TS058_2,0.3806418478488922,44.56,T0986s1,0.537504,0.492394,0.450015,0.501476,0.33226,1.33771156786,0.292974591255188
T0986s1TS058_3,0.4984816014766693,50.27,T0986s1,0.5766,0.569913,0.532247,0.5546760000000001,0.294576,1.35730567652,0.23640324175357816
T0986s1TS261_3,0.4219766557216644,55.71,T0986s1,0.5985520000000001,0.503424,0.500764,0.478133,0.30748400000000004,1.35986628773,0.25840768218040466
T0986s1TS337_5,0.0609719343483448,30.43,T0986s1,0.323509,0.333594,0.252242,0.295724,0.255735,1.2511437623200001,0.17218905687332153
T0986s1TS160_4,0.18758361041545868,34.24,T0986s1,0.296562,0.245235,0.225201,0.240251,0.165497,1.17973148752,0.055263560265302665
T0986s1TS365_2,0.02577265352010727,25.27,T0986s1,0.131644,0.103258,0.121312,0.107311,0.105531,1.1535439751899998,0.035703044384717934
T0986s1TS266_3,0.03803103789687157,27.17,T0986s1,0.270123,0.189306,0.217696,0.166615,0.187351,1.23896015482,0.04814261570572853
T0986s1TS023_1,0.5453853011131287,59.24,T0986s1,0.5107649999999999,0.5063350000000001,0.5112680000000001,0.5457420000000001,0.320842,1.36707596024,0.2895563542842865
T0986s1TS004_2,0.2439650446176529,47.83,T0986s1,0.503657,0.369686,0.36953,0.343754,0.217979,1.3185441603399999,0.1767931431531906
T0986s1TS152_3,0.200657606124878,48.1,T0986s1,0.4737520000000001,0.406322,0.396509,0.341199,0.181075,1.31909650787,0.0915345773100853
T0986s1TS470_5,0.3306372165679932,58.97,T0986s1,0.62371,0.54009,0.504016,0.493809,0.292896,1.34531996059,0.2798966467380524
T0986s1TS246_2,0.282804399728775,32.06,T0986s1,0.4648,0.477048,0.393491,0.431084,0.29130900000000004,1.3486432050400001,0.18788139522075653
T0986s1TS149_2,0.2358710914850235,64.4,T0986s1,0.456161,0.427529,0.297109,0.306584,0.258367,1.26021073577,0.1504024714231491
T0986s1TS156_5,0.3310617208480835,59.51,T0986s1,0.592621,0.489632,0.489156,0.478494,0.260735,1.32391550102,0.33393487334251404
T0986s1TS152_2,0.21801096200943001,49.46,T0986s1,0.404522,0.316023,0.251824,0.251716,0.12031,1.2210180902399999,0.046295929700136185
T0986s1TS261_4,0.3394628465175629,35.6,T0986s1,0.383292,0.369708,0.35174,0.374492,0.276087,1.35959785059,0.2978269755840301
T0986s1TS058_5,0.3275793194770813,37.77,T0986s1,0.501737,0.491938,0.508596,0.5160819999999999,0.335316,1.33658231169,0.32268449664115906
T0986s1TS282_2,0.2381017357110977,40.49,T0986s1,0.47233,0.46178,0.365213,0.397588,0.166338,1.21539401019,0.09845119714736936
T0986s1TS337_2,0.30352354049682617,54.62,T0986s1,0.412324,0.358566,0.298323,0.286017,0.194342,1.24453254482,0.1098817214369774
T0986s1TS312_1,0.11583423614501953,31.25,T0986s1,0.196154,0.169959,0.341797,0.163203,0.112477,1.23199797231,0.057674121111631386
T0986s1TS124_4,0.3774520456790924,42.66,T0986s1,0.5750109999999999,0.5583819999999999,0.505155,0.5554560000000001,0.299756,1.2908368959299998,0.2599238455295563
T0986s1TS378_5,0.1669653207063675,41.58,T0986s1,0.262522,0.260646,0.151403,0.217483,0.123688,1.2661211749799999,0.05174659192562103
T0986s1TS023_5,0.16541111469268802,37.23,T0986s1,0.356932,0.262533,0.271797,0.227834,0.192037,1.28653020188,0.16243214905261993
T0986s1TS266_1,0.03089235536754132,27.45,T0986s1,0.21910900000000005,0.13336199999999998,0.115372,0.0420789,0.209157,1.18814705136,0.08856473118066788
T0986s1TS407_2,0.4828701019287109,30.16,T0986s1,0.675076,0.581863,0.63578,0.593729,0.336572,1.33005330635,0.3155176341533661
T0986s1TS152_4,0.2451661378145218,50.27,T0986s1,0.398367,0.353906,0.295292,0.290013,0.15094000000000002,1.2668983706499999,0.051106080412864685
T0986s1TS145_1,0.600875198841095,67.39,T0986s1,0.5965550000000001,0.632075,0.595881,0.6073970000000001,0.341113,1.3765041430899998,0.3333097994327545
T0986s1TS058_1,0.5388740301132202,47.28,T0986s1,0.493302,0.5609770000000001,0.54823,0.564042,0.331177,1.40178873321,0.36660680174827576
T0986s1TS152_5,0.2264285832643509,48.91,T0986s1,0.47829,0.471254,0.412378,0.387934,0.170638,1.26503321714,0.08650489896535872
T0986s1TS243_4,0.5764139294624329,51.63,T0986s1,0.418184,0.539566,0.459672,0.523982,0.30861900000000003,1.43391108378,0.3626405298709869
T0986s1TS160_1,0.33877357840538025,53.26,T0986s1,0.581283,0.55487,0.549797,0.510642,0.316722,1.3040918615500001,0.2229745239019394
T0986s1TS160_5,0.490363359451294,45.38,T0986s1,0.5335260000000001,0.430365,0.456376,0.468528,0.333445,1.2604039412799999,0.22768962383270264
T0986s1TS145_5,0.5939593315124512,66.03,T0986s1,0.624116,0.622746,0.62844,0.665524,0.317937,1.37937919655,0.4260540008544922
T0986s1TS221_1,0.23874934017658234,61.96,T0986s1,0.4795970000000001,0.473382,0.445207,0.464015,0.284529,1.3142088945100001,0.17338471114635468
T0986s1TS282_4,0.16604501008987427,39.4,T0986s1,0.424675,0.345415,0.335546,0.285894,0.18708,1.2790962528299998,0.0719495564699173
T0986s1TS041_1,0.10002777725458144,27.45,T0986s1,0.335018,0.267549,0.274183,0.214153,0.151632,1.18745657233,0.028993293642997738
T0986s1TS324_1,0.4969070851802826,67.66,T0986s1,0.576688,0.55225,0.550944,0.530159,0.295141,1.34659100942,0.30158868432044983
T0986s1TS156_3,0.3439033925533295,60.05,T0986s1,0.570144,0.4566270000000001,0.457985,0.465886,0.260447,1.3486744981799998,0.3151255249977112
T0986s1TS282_5,0.0903717875480652,25.54,T0986s1,0.284198,0.243932,0.316417,0.140156,0.112773,1.2063296536399999,0.04034444689750672
T0986s1TS243_3,0.3569735586643219,45.11,T0986s1,0.510785,0.494058,0.432752,0.459945,0.332547,1.3262221814700001,0.27669134736061096
T0986s1TS441_2,0.2524712085723877,35.87,T0986s1,0.480215,0.468442,0.489659,0.4833939999999999,0.415319,1.32689419622,0.4773203432559967
T0986s1TS023_3,0.4244551658630371,34.24,T0986s1,0.563761,0.535543,0.469079,0.548176,0.325845,1.38414238674,0.2925876677036285
T0986s1TS368_4,0.2752196788787842,36.69,T0986s1,0.4984810000000001,0.442529,0.490495,0.431737,0.344654,1.34799806121,0.40044060349464417
T0986s1TS348_1,0.007023770362138747,25.82,T0986s1,0.118127,0.147293,0.0103408,-0.0179331,0.0585806,1.19769166159,0.006234758999198675
T0986s1TS407_5,0.4312774240970612,45.92,T0986s1,0.62579,0.556487,0.596359,0.561718,0.382619,1.36321702785,0.3486222326755524
T0986s1TS116_1,0.2648858726024628,56.25,T0986s1,0.368344,0.313328,0.309017,0.326604,0.238397,1.2735581974899999,0.12163219600915907
T0986s1TS145_2,0.598044216632843,68.21,T0986s1,0.656979,0.6309640000000001,0.624549,0.630976,0.303675,1.38387334098,0.4235526621341705
T0986s1TS348_3,0.010077319107949734,24.18,T0986s1,0.158492,0.175004,0.0725553,0.0581406,0.0594116,1.14164511632,0.005606300663203001
T0986s1TS041_4,0.06961506605148315,28.53,T0986s1,0.239027,0.20972800000000005,0.17615999999999998,0.0470926,0.08450629999999999,1.14944630956,0.031067168340086937
T0986s1TS149_1,0.06716474145650864,31.25,T0986s1,0.24035,0.191418,0.175927,0.219323,0.164961,1.23122628066,0.04497237130999565
T0986s1TS368_2,0.3383689820766449,63.31,T0986s1,0.697954,0.569874,0.599969,0.5478609999999999,0.352823,1.3784524999599999,0.4413018524646759
T0986s1TS324_3,0.3962731063365936,60.05,T0986s1,0.53463,0.454234,0.5182720000000001,0.457761,0.225476,1.3439282002000001,0.15876413881778714
T0986s1TS110_2,0.1373772919178009,41.03,T0986s1,0.392725,0.31886,0.244175,0.275569,0.169016,1.31214903199,0.15049982070922852
T0986s1TS458_3,0.04228047654032707,25.27,T0986s1,0.189253,0.194556,0.19985,0.0650779,0.08382830000000001,1.18801480701,0.02750364877283573
T0986s1TS221_3,0.380648136138916,47.28,T0986s1,0.485092,0.359102,0.426104,0.375861,0.349702,1.23998899388,0.3771529197692871
T0986s1TS156_2,0.3250144422054291,59.51,T0986s1,0.574573,0.475469,0.466636,0.4799060000000001,0.261635,1.33902793876,0.3373258113861084
T0986s1TS378_4,0.1584734171628952,32.34,T0986s1,0.320699,0.213428,0.209334,0.238137,0.1403,1.1248829850700002,0.05990124866366385
T0986s1TS378_3,0.2291446179151535,39.67,T0986s1,0.337008,0.337532,0.25905100000000003,0.339752,0.155969,1.1762085925299999,0.0513056218624115
T0986s1TS041_5,0.04348856583237648,30.43,T0986s1,0.201671,0.186265,0.100446,-0.0123468,0.08528580000000001,1.10306518292,0.0220233853906393
T0986s1TS470_3,0.32674387097358704,59.51,T0986s1,0.613754,0.5089739999999999,0.489718,0.445087,0.281777,1.34656294887,0.3027585744857788
T0986s1TS488_5,0.1284250020980835,29.08,T0986s1,0.395705,0.269233,0.35042,0.294566,0.223626,1.31485961527,0.224640354514122
T0986s1TS156_4,0.3347340822219849,59.78,T0986s1,0.56496,0.504767,0.450952,0.481462,0.270956,1.32023514401,0.2801375091075897
T0986s1TS407_1,0.5271564126014711,45.38,T0986s1,0.505103,0.590539,0.579549,0.577013,0.381211,1.41553474213,0.3185686469078064
T0986s1TS110_4,0.11941057443618774,35.33,T0986s1,0.369288,0.324819,0.210078,0.253244,0.188136,1.30825069563,0.19047679007053367
T0986s1TS116_4,0.11302208155393599,32.06,T0986s1,0.310143,0.356032,0.296043,0.31085100000000004,0.168258,1.26572989816,0.09504009038209917
T0986s1TS407_4,0.5317797660827637,48.1,T0986s1,0.62655,0.599158,0.5798989999999999,0.595052,0.309996,1.3376082306200001,0.4025492668151856
T0986s1TS282_3,0.08885673433542253,35.6,T0986s1,0.251491,0.216249,0.167503,0.0774762,0.0918458,1.1987163935,0.061841249465942376
T0986s1TS261_5,0.4965960979461671,58.15,T0986s1,0.632684,0.597719,0.549921,0.581674,0.368668,1.37352221109,0.304158478975296
T0986s1TS124_5,0.4613022804260254,49.19,T0986s1,0.530408,0.504424,0.46679,0.535903,0.336581,1.3040640586799999,0.29166778922080994
T0986s1TS498_3,0.5201784372329712,66.85,T0986s1,0.570991,0.53732,0.513025,0.514328,0.255144,1.27598606513,0.2539264261722565
T0986s1TS378_1,0.10455667972564696,34.51,T0986s1,0.332778,0.357561,0.264337,0.330367,0.184689,1.1889790335,0.07667777687311172
T0986s1TS337_3,0.09503906965255736,29.62,T0986s1,0.34738800000000003,0.305256,0.322792,0.273271,0.183301,1.27901890418,0.0962742567062378
T0986s1TS261_1,0.6522834300994873,62.5,T0986s1,0.693447,0.663502,0.68077,0.640242,0.356981,1.4022038725900001,0.4662698805332184
T0986s1TS058_4,0.5162761807441711,46.47,T0986s1,0.508961,0.487256,0.521547,0.532261,0.32205700000000004,1.3844011143900001,0.3605247437953949
T0986s1TS041_2,0.07716458290815352,30.71,T0986s1,0.281349,0.246349,0.153588,0.068165,0.0892067,1.19349032158,0.04932333156466484
T0986s1TS266_5,0.0344240628182888,27.45,T0986s1,0.282951,0.222833,0.149024,0.0322968,0.172328,1.26948176828,0.06915705651044846
T0986s1TS337_1,0.1563301533460617,32.34,T0986s1,0.446776,0.446762,0.278347,0.31844,0.163911,1.27935631867,0.11196410655975343
T0986s1TS368_3,0.26791831851005554,34.51,T0986s1,0.504738,0.464365,0.497281,0.480732,0.314182,1.29469915441,0.2138901948928833
T0986s1TS497_1,0.11785238981246947,30.98,T0986s1,0.434329,0.410546,0.402793,0.364495,0.180134,1.2113205350299998,0.05979300662875176
T0986s1TS164_1,0.4351436793804169,57.34,T0986s1,0.539801,0.534323,0.610502,0.541955,0.313162,1.33099139497,0.3354090750217438
T0986s1TS261_2,0.6402034163475037,63.86,T0986s1,0.5763550000000001,0.6057060000000001,0.5682020000000001,0.611627,0.315242,1.36731974292,0.41247704625129705
T0986s1TS124_2,0.4013140201568604,45.65,T0986s1,0.50935,0.477048,0.500275,0.5052300000000001,0.31067100000000003,1.28457718142,0.3668195307254791
T0986s1TS497_4,0.075246162712574,28.8,T0986s1,0.323373,0.233297,0.310193,0.245535,0.145112,1.22787828302,0.054864853620529175
T0986s1TS145_3,0.6788982748985289,63.31,T0986s1,0.678267,0.651942,0.631784,0.652562,0.325772,1.4335896695600001,0.5188645124435425
T0986s1TS116_3,0.09458353370428084,31.52,T0986s1,0.279735,0.279164,0.239309,0.223688,0.215056,1.19582469043,0.16474448144435885
T0986s1TS470_1,0.3164942562580109,58.15,T0986s1,0.602827,0.46448,0.493202,0.4466600000000001,0.300881,1.3547491407700003,0.2834014594554901
T0986s1TS324_5,0.28951215744018555,56.25,T0986s1,0.448761,0.407204,0.365434,0.385479,0.191451,1.31079139725,0.14124463498592374
T0986s1TS378_2,0.151862770318985,30.43,T0986s1,0.349873,0.334906,0.325282,0.313763,0.14133800000000002,1.1757524717399999,0.04844546318054199
T0986s1TS116_5,0.17388828098773956,29.35,T0986s1,0.28638600000000003,0.28175900000000004,0.303748,0.324937,0.20653600000000005,1.2549306898200001,0.17497120797634125
T0986s1TS023_4,0.1990730166435241,35.87,T0986s1,0.345959,0.2378,0.274724,0.21798,0.222201,1.32808804783,0.2172469645738601
T0993s1TS498_1,0.7824606895446777,68.92,T0993s1,0.646766,0.593057,0.671568,0.649363,0.437654,1.66614249441,0.5985892415046692
T0993s1TS368_3,0.8330365419387817,72.62,T0993s1,0.707378,0.66593,0.816307,0.737124,0.508588,1.63545294669,0.7885627150535583
T0993s1TS221_4,0.7425380349159241,68.92,T0993s1,0.617123,0.572128,0.645279,0.6114569999999999,0.44662,1.59565879559,0.5830960869789124
T0993s1TS145_1,0.7960730791091919,73.67,T0993s1,0.630376,0.587806,0.673087,0.667841,0.459445,1.6485354358000002,0.6755649447441101
T0993s1TS441_2,0.7342694401741028,65.68,T0993s1,0.644788,0.589576,0.66669,0.638876,0.435768,1.63631329528,0.6394603252410889
T0993s1TS164_4,0.7909980416297913,69.2,T0993s1,0.6332720000000001,0.617735,0.691408,0.688752,0.465607,1.62376670968,0.6204953789710999
T0993s1TS160_5,0.8023714423179626,69.3,T0993s1,0.64679,0.616887,0.68535,0.691472,0.460217,1.6079832283200002,0.6425026059150696
T0993s1TS004_2,0.7530588507652283,66.44,T0993s1,0.691945,0.647057,0.718404,0.702676,0.462322,1.60864638364,0.657923698425293
T0993s1TS246_5,0.8101063966751099,67.39,T0993s1,0.627216,0.619165,0.6627350000000001,0.66205,0.487542,1.6755844270200002,0.702471137046814
T0993s1TS007_5,0.5047677159309387,60.08,T0993s1,0.5477029999999999,0.497284,0.519767,0.526894,0.403682,1.57505782243,0.4771572053432465
T0993s1TS266_3,0.7716831564903259,68.73,T0993s1,0.65293,0.6129140000000001,0.677419,0.6745800000000001,0.4631,1.6289924997100005,0.6439042687416077
T0993s1TS160_3,0.7718260884284973,69.3,T0993s1,0.656632,0.648122,0.7361800000000001,0.730646,0.461946,1.6343711551,0.6210601329803467
T0993s1TS221_1,0.7899176478385925,72.53,T0993s1,0.646249,0.6228239999999999,0.6917220000000001,0.6683859999999999,0.48641,1.60859915747,0.7230558395385742
T0993s1TS058_3,0.8065840601921082,74.53,T0993s1,0.671565,0.621274,0.689728,0.67753,0.47293,1.62546276018,0.7175561785697937
T0993s1TS110_4,0.7751149535179138,73.0,T0993s1,0.636396,0.5873079999999999,0.626572,0.62612,0.446543,1.56914593653,0.5906282067298889
T0993s1TS368_1,0.8299404382705688,73.1,T0993s1,0.708752,0.6667609999999999,0.813282,0.737796,0.50176,1.6498437612299999,0.7382843494415283
T0993s1TS152_2,0.33107465505599976,47.43,T0993s1,0.448028,0.32168800000000003,0.397771,0.380796,0.280432,1.49163051938,0.16190707683563232
T0993s1TS164_2,0.7569863200187683,69.2,T0993s1,0.657998,0.6164430000000001,0.669985,0.668042,0.438596,1.6150842573700002,0.5965666770935059
T0993s1TS441_4,0.7119820117950441,63.97,T0993s1,0.588783,0.5140060000000001,0.604325,0.560076,0.4328550000000001,1.58016080979,0.6109868288040161
T0993s1TS007_2,0.7266138792037964,65.68,T0993s1,0.598676,0.563851,0.6123029999999999,0.616917,0.447346,1.5730209393999999,0.5754541158676147
T0993s1TS324_4,0.7782217860221863,71.77,T0993s1,0.662035,0.624664,0.70738,0.6955100000000001,0.45791,1.6870601637,0.6367008090019226
T0993s1TS164_5,0.7806202173233032,67.11,T0993s1,0.60869,0.600037,0.629851,0.6590520000000001,0.452663,1.6113043428799998,0.6179388761520386
T0993s1TS156_1,0.7916107773780823,73.48,T0993s1,0.602467,0.61902,0.674859,0.6661279999999999,0.471923,1.68492554348,0.7185235023498535
T0993s1TS110_2,0.7751632928848267,73.38,T0993s1,0.664902,0.621896,0.678702,0.684307,0.436321,1.6030071945500002,0.5696622729301453
T0993s1TS058_2,0.8045856356620789,75.09,T0993s1,0.653674,0.628631,0.687267,0.66577,0.46496,1.64259199838,0.68503338098526
T0993s1TS312_4,0.7231330871582031,67.68,T0993s1,0.543187,0.5485260000000001,0.587132,0.6244109999999999,0.431322,1.6185168361500002,0.5538762807846069
T0993s1TS145_5,0.6660140156745911,67.39,T0993s1,0.577557,0.533877,0.525233,0.539287,0.385271,1.58546259634,0.5641950964927673
T0993s1TS156_3,0.7842358350753784,72.24,T0993s1,0.602087,0.615904,0.685887,0.6783640000000001,0.476644,1.68022372056,0.7381099462509155
T0993s1TS261_2,0.6866273283958435,67.3,T0993s1,0.569997,0.5586220000000001,0.547237,0.584731,0.399803,1.5906108645800001,0.5442086458206177
T0993s1TS007_3,0.488911122083664,56.84,T0993s1,0.498723,0.5086,0.5075729999999999,0.520666,0.381176,1.54467238905,0.4443067908287048
T0993s1TS110_5,0.7705825567245483,72.05,T0993s1,0.623595,0.594808,0.632521,0.64059,0.416793,1.5876748594299999,0.5408940315246582
T0993s1TS312_5,0.7505210041999817,66.06,T0993s1,0.579072,0.580709,0.611871,0.6412800000000001,0.42862,1.6312549002599999,0.5726770162582397
T0993s1TS085_2,0.7638896703720093,68.73,T0993s1,0.627478,0.639273,0.676714,0.6915979999999999,0.459666,1.60967086973,0.606805682182312
T0993s1TS007_4,0.7524569630622864,65.02,T0993s1,0.613557,0.572453,0.653891,0.633107,0.448778,1.6061868272100002,0.6623668074607849
T0993s1TS110_3,0.7794493436813354,73.95,T0993s1,0.641119,0.574203,0.649265,0.632971,0.451636,1.6211038956000001,0.5922605991363525
T0993s1TS152_5,0.312812864780426,45.25,T0993s1,0.424146,0.31185300000000005,0.40597,0.375966,0.239506,1.4511875075799998,0.1549534946680069
T0993s1TS160_1,0.7806012034416199,69.77,T0993s1,0.621603,0.581432,0.633536,0.641232,0.447346,1.5942107905200005,0.6389584541320801
T0993s1TS282_4,0.4217491149902344,49.34,T0993s1,0.476065,0.401029,0.442266,0.4469,0.296679,1.49052686285,0.22505341470241547
T0993s1TS145_3,0.737262487411499,66.64,T0993s1,0.616333,0.582619,0.638834,0.626154,0.437041,1.58837186949,0.635684072971344
T0993s1TS488_5,0.767298698425293,69.87,T0993s1,0.658115,0.6224649999999999,0.7232689999999999,0.694195,0.474324,1.62691489455,0.6479232311248779
T0993s1TS324_5,0.7778362035751343,74.72,T0993s1,0.65782,0.602784,0.67427,0.63734,0.440194,1.69009632727,0.6296499967575073
T0993s1TS261_4,0.7650490403175354,70.34,T0993s1,0.605698,0.580001,0.605082,0.633579,0.424921,1.63319325599,0.5973531007766724
T0993s1TS498_3,0.7769829034805298,68.44,T0993s1,0.64495,0.594996,0.704134,0.6789270000000001,0.447589,1.67544171431,0.5677528977394104
T0993s1TS266_2,0.7769290208816528,68.73,T0993s1,0.655613,0.604269,0.670187,0.649301,0.462139,1.6243321460100002,0.638188362121582
T0993s1TS365_1,0.47133469581604,53.23,T0993s1,0.5676720000000001,0.541858,0.512734,0.547797,0.374629,1.48570787542,0.5067670941352844
T0993s1TS246_2,0.8046010732650757,72.53,T0993s1,0.67115,0.623347,0.692448,0.693774,0.470264,1.65887921968,0.6907039880752563
T0993s1TS085_5,0.7504370212554932,65.02,T0993s1,0.65701,0.6331979999999999,0.6482899999999999,0.653251,0.454487,1.64166808364,0.5978239178657532
